Replicon Accession,Start,End,Size,GI Prediction Program
NC_010999.1,1043419,1076660,33241,islandpick
NC_013198.1,1538390,1562019,23629,islandpick
NC_012214.1,3300273,3317881,17608,islandpick
NC_012214.1,3195587,3214487,18900,islandpick
NC_012214.1,1658221,1670318,12097,islandpick
NC_012214.1,2286169,2307513,21344,islandpick
NC_012214.1,673778,684229,10451,islandpick
NC_012214.1,466169,486316,20147,islandpick
NC_012214.1,541034,556358,15324,islandpick
NC_014209.1,21945,34445,12500,islandpick
NC_014209.1,1675599,1685506,9907,islandpick
NC_013411.1,297698,308344,10646,islandpick
NC_013411.1,600097,609927,9830,islandpick
NC_013411.1,2317768,2359661,41893,islandpick
NC_013364.1,1209394,1222424,13030,islandpick
NC_013364.1,1222488,1242797,20309,islandpick
NC_013364.1,1297414,1306983,9569,islandpick
NC_013364.1,1320471,1332140,11669,islandpick
NC_013364.1,1480344,1491085,10741,islandpick
NC_013364.1,2004595,2013346,8751,islandpick
NC_013364.1,2415168,2423458,8290,islandpick
NC_013364.1,2431766,2440498,8732,islandpick
NC_013364.1,2856254,2864626,8372,islandpick
NC_013364.1,3720250,3739969,19719,islandpick
NC_013364.1,3740014,3751995,11981,islandpick
NC_013364.1,5086026,5098488,12462,islandpick
NC_013353.1,590785,602914,12129,islandpick
NC_013353.1,608836,617371,8535,islandpick
NC_013361.1,321454,335393,13939,islandpick
NC_013353.1,1288988,1306633,17645,islandpick
NC_013361.1,924608,942546,17938,islandpick
NC_013353.1,1312489,1321100,8611,islandpick
NC_013361.1,1170970,1186226,15256,islandpick
NC_013353.1,1467505,1481361,13856,islandpick
NC_013361.1,1212054,1225900,13846,islandpick
NC_013353.1,1732313,1745621,13308,islandpick
NC_013361.1,1242777,1262097,19320,islandpick
NC_013353.1,2282760,2295975,13215,islandpick
NC_013361.1,1262446,1270929,8483,islandpick
NC_013353.1,2322410,2336865,14455,islandpick
NC_013361.1,1290988,1311054,20066,islandpick
NC_013353.1,2344985,2362616,17631,islandpick
NC_013361.1,1316634,1335393,18759,islandpick
NC_013353.1,2379763,2388875,9112,islandpick
NC_013361.1,1348893,1358921,10028,islandpick
NC_013353.1,2388926,2398196,9270,islandpick
NC_013361.1,1474452,1487347,12895,islandpick
NC_013353.1,2422528,2431298,8770,islandpick
NC_013361.1,1500569,1516341,15772,islandpick
NC_013353.1,2439931,2448739,8808,islandpick
NC_013361.1,1584804,1614670,29866,islandpick
NC_013353.1,2861707,2891325,29618,islandpick
NC_013361.1,1905133,1917349,12216,islandpick
NC_013353.1,3167641,3185100,17459,islandpick
NC_013361.1,2169947,2179076,9129,islandpick
NC_013353.1,3627965,3669549,41584,islandpick
NC_013361.1,2198001,2206368,8367,islandpick
NC_013361.1,2692906,2702885,9979,islandpick
NC_013353.1,3683567,3714721,31154,islandpick
NC_013361.1,2804315,2821733,17418,islandpick
NC_013353.1,3845424,3857529,12105,islandpick
NC_013361.1,3089532,3099708,10176,islandpick
NC_013353.1,3877932,3891291,13359,islandpick
NC_013361.1,3265514,3283256,17742,islandpick
NC_013353.1,4713495,4722132,8637,islandpick
NC_013361.1,3294156,3307651,13495,islandpick
NC_013353.1,5078068,5119773,41705,islandpick
NC_013361.1,3311987,3326956,14969,islandpick
NC_013353.1,5273729,5282364,8635,islandpick
NC_013361.1,3605087,3643405,38318,islandpick
NC_013353.1,5384200,5397849,13649,islandpick
NC_013361.1,3906352,3914831,8479,islandpick
NC_013353.1,5401151,5414141,12990,islandpick
NC_013361.1,5329719,5345375,15656,islandpick
NC_013361.1,5345533,5353857,8324,islandpick
NC_013361.1,5354088,5365335,11247,islandpick
NC_013361.1,5365488,5376488,11000,islandpick
NC_013361.1,5524379,5534299,9920,islandpick
NC_013361.1,5558498,5574783,16285,islandpick
NC_010694.1,446510,456694,10184,islandpick
NC_010694.1,457294,468849,11555,islandpick
NC_010694.1,717123,727546,10423,islandpick
NC_010694.1,1074229,1084821,10592,islandpick
NC_010694.1,2141195,2152850,11655,islandpick
NC_010694.1,2714406,2724796,10390,islandpick
NC_010694.1,3357806,3367417,9611,islandpick
NC_013282.1,1252654,1260794,8140,islandpick
NC_009778.1,1562407,1573685,11278,islandpick
NC_009778.1,1574089,1587820,13731,islandpick
NC_009778.1,2237197,2262011,24814,islandpick
NC_009778.1,2262487,2272716,10229,islandpick
NC_009778.1,2961518,2971479,9961,islandpick
NC_009778.1,2977162,2985209,8047,islandpick
NC_013642.1,423323,435609,12286,islandpick
NC_009004.1,1208916,1223350,14434,islandpick
NC_009004.1,1323737,1333425,9688,islandpick
NC_009004.1,1347893,1380497,32604,islandpick
NC_002662.1,464400,475402,11002,islandpick
NC_008527.1,1050947,1065315,14368,islandpick
NC_008527.1,1330612,1340411,9799,islandpick
NC_008527.1,2402381,2414850,12469,islandpick
NC_013656.1,96321,108942,12621,islandpick
NC_013656.1,280220,294979,14759,islandpick
NC_013656.1,300081,312797,12716,islandpick
NC_013656.1,601600,610281,8681,islandpick
NC_013656.1,666849,680630,13781,islandpick
NC_013656.1,680647,693490,12843,islandpick
NC_013656.1,695542,704948,9406,islandpick
NC_013656.1,1081352,1094458,13106,islandpick
NC_013656.1,1236434,1247796,11362,islandpick
NC_013656.1,1249873,1260302,10429,islandpick
NC_013656.1,1345849,1355870,10021,islandpick
NC_013656.1,1757078,1776901,19823,islandpick
NC_013656.1,2298913,2315911,16998,islandpick
NC_013656.1,2315980,2335248,19268,islandpick
NC_007356.1,85001,107663,22662,islandpick
NC_007356.1,1178482,1187277,8795,islandpick
NC_007356.1,1242202,1253472,11270,islandpick
NC_013552.1,72639,80702,8063,islandpick
NC_013552.1,207279,227826,20547,islandpick
NC_013552.1,235322,259059,23737,islandpick
NC_013552.1,1177851,1188754,10903,islandpick
NC_013552.1,1196874,1211000,14126,islandpick
NC_013552.1,1224235,1245014,20779,islandpick
NC_002936.3,160537,170131,9594,islandpick
NC_002936.3,246003,263118,17115,islandpick
NC_002936.3,268361,285586,17225,islandpick
NC_002936.3,291787,300659,8872,islandpick
NC_002936.3,815222,832882,17660,islandpick
NC_002936.3,994960,1014996,20036,islandpick
NC_002936.3,1050930,1065185,14255,islandpick
NC_009455.1,61281,82025,20744,islandpick
NC_009455.1,184824,195196,10372,islandpick
NC_009455.1,206618,223767,17149,islandpick
NC_009455.1,830207,838975,8768,islandpick
NC_012912.1,1045831,1079384,33553,islandpick
NC_012912.1,1679253,1693064,13811,islandpick
NC_012912.1,3868856,3886855,17999,islandpick
NC_013592.1,1520185,1547392,27207,islandpick
NC_013592.1,1552226,1565919,13693,islandpick
NC_013592.1,1566124,1583837,17713,islandpick
NC_013592.1,1618191,1629834,11643,islandpick
NC_013592.1,2071367,2086198,14831,islandpick
NC_013592.1,2818430,2826653,8223,islandpick
NC_013592.1,2994702,3010049,15347,islandpick
NC_013592.1,3218031,3227053,9022,islandpick
NC_013592.1,3265447,3278962,13515,islandpick
NC_013592.1,3434111,3449829,15718,islandpick
NC_013592.1,3449878,3462662,12784,islandpick
NC_013592.1,3675730,3684211,8481,islandpick
NC_009494.2,2504486,2521655,17169,islandpick
NC_009494.2,1281083,1291182,10099,islandpick
NC_009494.2,618327,656727,38400,islandpick
NC_009494.2,216196,233564,17368,islandpick
NC_009436.1,2021648,2031729,10081,islandpick
NC_014121.1,4551014,4560518,9504,islandpick
NC_014121.1,4061884,4073229,11345,islandpick
NC_014121.1,1594954,1603109,8155,islandpick
NC_014121.1,1030748,1052296,21548,islandpick
NC_009436.1,524961,534599,9638,islandpick
NC_014121.1,463256,472188,8932,islandpick
NC_014121.1,428055,444207,16152,islandpick
NC_013769.1,846579,857777,11198,islandpick
NC_013769.1,937565,964140,26575,islandpick
NC_013769.1,1346539,1360609,14070,islandpick
NC_013769.1,1378691,1388557,9866,islandpick
NC_013766.1,691734,714184,22450,islandpick
NC_013766.1,2479598,2487689,8091,islandpick
NC_012214.1,3503667,3519129,15462,islandpick
NC_012214.1,3483303,3501246,17943,islandpick
NC_012214.1,3467387,3478058,10671,islandpick
NC_003272.1,1758572,1775504,16932,islandpick
NC_003272.1,2353981,2364200,10219,islandpick
NC_003272.1,2564530,2574532,10002,islandpick
NC_003272.1,2579749,2593463,13714,islandpick
NC_003272.1,2623180,2637126,13946,islandpick
NC_003272.1,2646351,2655398,9047,islandpick
NC_003272.1,2658126,2668927,10801,islandpick
NC_003272.1,2741047,2767665,26618,islandpick
NC_003272.1,3092139,3112192,20053,islandpick
NC_003272.1,3112253,3133901,21648,islandpick
NC_003272.1,3148751,3160897,12146,islandpick
NC_003272.1,3173023,3184933,11910,islandpick
NC_003272.1,3208153,3232859,24706,islandpick
NC_003272.1,3233837,3244777,10940,islandpick
NC_003272.1,3391559,3403968,12409,islandpick
NC_003272.1,3994194,4022223,28029,islandpick
NC_003272.1,6196738,6206384,9646,islandpick
NC_003272.1,6246203,6261522,15319,islandpick
NC_014125.1,632164,647796,15632,islandpick
NC_014125.1,184552,203221,18669,islandpick
NC_014125.1,213373,228152,14779,islandpick
NC_014125.1,613508,631958,18450,islandpick
NC_014169.1,1122582,1131119,8537,islandpick
NC_014169.1,243280,256252,12972,islandpick
NC_014169.1,230010,238661,8651,islandpick
NC_014117.1,2699610,2716121,16511,islandpick
NC_014117.1,1764822,1779249,14427,islandpick
NC_014117.1,1409313,1419812,10499,islandpick
NC_014117.1,1423676,1434450,10774,islandpick
NC_014117.1,1381647,1390307,8660,islandpick
NC_014117.1,860200,871017,10817,islandpick
NC_014117.1,1372359,1381012,8653,islandpick
NC_014117.1,466197,501671,35474,islandpick
NC_014117.1,164889,175787,10898,islandpick
NC_014117.1,446291,463313,17022,islandpick
NC_014117.1,134423,158284,23861,islandpick
NC_013921.1,201598,217453,15855,islandpick
NC_013921.1,1402271,1436300,34029,islandpick
NC_013921.1,1753006,1766833,13827,islandpick
NC_013921.1,1879497,1892640,13143,islandpick
NC_013921.1,1915052,1928716,13664,islandpick
NC_013921.1,2144966,2156978,12012,islandpick
NC_013853.1,1300573,1309141,8568,islandpick
NC_013853.1,1565409,1575112,9703,islandpick
NC_013853.1,1650464,1660734,10270,islandpick
NC_010320.1,1015355,1024075,8720,islandpick
NC_010320.1,1257788,1317580,59792,islandpick
NC_010320.1,1950969,1965854,14885,islandpick
NC_010320.1,1981437,1989537,8100,islandpick
NC_010321.1,80346,88405,8059,islandpick
NC_013156.1,529262,538350,9088,islandpick
NC_013156.1,608695,617557,8862,islandpick
NC_013156.1,1089646,1099515,9869,islandpick
NC_013887.1,114353,124666,10313,islandpick
NC_013887.1,570642,579955,9313,islandpick
NC_013887.1,891379,901437,10058,islandpick
NC_013887.1,1098436,1110974,12538,islandpick
NC_013887.1,1111042,1122954,11912,islandpick
NC_013887.1,1256290,1275183,18893,islandpick
NC_000909.1,993637,1008397,14760,islandpick
NC_000909.1,1021987,1030871,8884,islandpick
NC_000909.1,1179960,1194992,15032,islandpick
NC_000909.1,1341663,1363310,21647,islandpick
NC_013891.1,1154486,1179013,24527,islandpick
NC_013891.1,1636197,1663068,26871,islandpick
NC_013850.1,1689990,1699178,9188,islandpick
NC_013850.1,2226100,2245726,19626,islandpick
NC_013850.1,2372719,2382128,9409,islandpick
NC_013850.1,2855472,2871342,15870,islandpick
NC_013850.1,3279602,3299847,20245,islandpick
NC_013850.1,4326833,4336032,9199,islandpick
NC_013890.1,68356,77320,8964,islandpick
NC_013890.1,202152,216349,14197,islandpick
NC_013890.1,1171608,1189746,18138,islandpick
NC_014206.1,2984697,2993259,8562,islandpick
NC_014206.1,1396065,1408902,12837,islandpick
NC_012214.1,3323545,3344703,21158,islandpick
NC_014259.1,1872112,1887709,15597,islandpick
NC_014259.1,1632524,1651407,18883,islandpick
NC_014259.1,1282806,1299115,16309,islandpick
NC_013971.1,479207,496230,17023,islandpick
NC_013971.1,3122807,3132876,10069,islandpick
NC_013961.1,506249,516124,9875,islandpick
NC_013961.1,638495,648495,10000,islandpick
NC_013961.1,3275153,3292518,17365,islandpick
NC_014538.1,964808,972908,8100,islandpick
NC_014538.1,988491,1003376,14885,islandpick
NC_014538.1,1596805,1656594,59789,islandpick
NC_014538.1,1890307,1899027,8720,islandpick
NC_014335.1,2075902,2089971,14069,islandpick
NC_014335.1,2280352,2291823,11471,islandpick
NC_014335.1,4060531,4082742,22211,islandpick
NC_014335.1,4789092,4801798,12706,islandpick
NC_014335.1,5153748,5167079,13331,islandpick
NC_014551.1,596145,616377,20232,islandpick
NC_014551.1,882816,902198,19382,islandpick
NC_014551.1,924947,950696,25749,islandpick
NC_014551.1,961597,991733,30136,islandpick
NC_014551.1,1903431,1916094,12663,islandpick
NC_014551.1,2063867,2076535,12668,islandpick
NC_014551.1,2516336,2538970,22634,islandpick
NC_014551.1,2937328,2975047,37719,islandpick
NC_014551.1,3145967,3166640,20673,islandpick
NC_014551.1,3871323,3883980,12657,islandpick
NC_009725.1,2287389,2296754,9365,islandpick
NC_009725.1,2296766,2304924,8158,islandpick
NC_009725.1,2305223,2319261,14038,islandpick
NC_009725.1,2335214,2344821,9607,islandpick
NC_009725.1,2872512,2883126,10614,islandpick
NC_014500.1,851249,859654,8405,islandpick
NC_014500.1,867507,886851,19344,islandpick
NC_014500.1,1047718,1066366,18648,islandpick
NC_014500.1,1509469,1518305,8836,islandpick
NC_014500.1,3166704,3188490,21786,islandpick
NC_014500.1,4294480,4308567,14087,islandpick
NC_012522.1,39868,62155,22287,islandpick
NC_012522.1,65023,73050,8027,islandpick
NC_012522.1,83820,104626,20806,islandpick
NC_012522.1,108187,116391,8204,islandpick
NC_012522.1,121866,132493,10627,islandpick
NC_012522.1,433453,450486,17033,islandpick
NC_012522.1,519066,527877,8811,islandpick
NC_012522.1,1444105,1452670,8565,islandpick
NC_012522.1,1916661,1925550,8889,islandpick
NC_012522.1,2272971,2291238,18267,islandpick
NC_012522.1,2485068,2498998,13930,islandpick
NC_012522.1,2499060,2508296,9236,islandpick
NC_012522.1,2606903,2636825,29922,islandpick
NC_012522.1,2641346,2653036,11690,islandpick
NC_012522.1,2653409,2686220,32811,islandpick
NC_012522.1,2700212,2720173,19961,islandpick
NC_012522.1,2802349,2814823,12474,islandpick
NC_012522.1,2871349,2879792,8443,islandpick
NC_012522.1,2903080,2913139,10059,islandpick
NC_012522.1,2936869,2969615,32746,islandpick
NC_012522.1,3015397,3038048,22651,islandpick
NC_012522.1,3073704,3090981,17277,islandpick
NC_012522.1,3106003,3118183,12180,islandpick
NC_012522.1,3182763,3209166,26403,islandpick
NC_012522.1,3227876,3237839,9963,islandpick
NC_012522.1,3243020,3255693,12673,islandpick
NC_012522.1,3319956,3339944,19988,islandpick
NC_012522.1,3355940,3364646,8706,islandpick
NC_012522.1,3365063,3379272,14209,islandpick
NC_012522.1,3538145,3551161,13016,islandpick
NC_012522.1,3640405,3656108,15703,islandpick
NC_012522.1,3705806,3715986,10180,islandpick
NC_012522.1,3894583,3905656,11073,islandpick
NC_012522.1,4018535,4032565,14030,islandpick
NC_012522.1,4159204,4170265,11061,islandpick
NC_012522.1,4320901,4365585,44684,islandpick
NC_012522.1,4874376,4886133,11757,islandpick
NC_012522.1,4922791,4940580,17789,islandpick
NC_012522.1,4940633,4972573,31940,islandpick
NC_012522.1,4983197,5001317,18120,islandpick
NC_012522.1,5001367,5036735,35368,islandpick
NC_012522.1,5819600,5829669,10069,islandpick
NC_012522.1,5876738,5891903,15165,islandpick
NC_012522.1,5891950,5913862,21912,islandpick
NC_012522.1,6280147,6289251,9104,islandpick
NC_012522.1,7722200,7738609,16409,islandpick
NC_012522.1,7742070,7755029,12959,islandpick
NC_012522.1,7762761,7844629,81868,islandpick
NC_012522.1,7844736,7887012,42276,islandpick
NC_009380.1,542063,562482,20419,islandpick
NC_009380.1,642173,651663,9490,islandpick
NC_009380.1,753628,763326,9698,islandpick
NC_009380.1,770495,781534,11039,islandpick
NC_009380.1,1116364,1140676,24312,islandpick
NC_009380.1,1142140,1159760,17620,islandpick
NC_009380.1,1160605,1175602,14997,islandpick
NC_009380.1,2248886,2267265,18379,islandpick
NC_009380.1,2471637,2483466,11829,islandpick
NC_009380.1,3056926,3068768,11842,islandpick
NC_009380.1,3108482,3118323,9841,islandpick
NC_009380.1,3184899,3203697,18798,islandpick
NC_009380.1,3208298,3249741,41443,islandpick
NC_009380.1,3250453,3261217,10764,islandpick
NC_009380.1,4555326,4565059,9733,islandpick
NC_014721.1,763626,779371,15745,islandpick
NC_014721.1,2334989,2348824,13835,islandpick
NC_014721.1,2531750,2541567,9817,islandpick
NC_014721.1,2744289,2753756,9467,islandpick
NC_014539.1,5899,38000,32101,islandpick
NC_014539.1,39785,47838,8053,islandpick
NC_014539.1,647847,663033,15186,islandpick
NC_014539.1,693578,702206,8628,islandpick
NC_014539.1,704081,745249,41168,islandpick
NC_014539.1,761076,779317,18241,islandpick
NC_014539.1,792080,812183,20103,islandpick
NC_014539.1,812492,820836,8344,islandpick
NC_014539.1,1532983,1547940,14957,islandpick
NC_014539.1,1592523,1604720,12197,islandpick
NC_014539.1,1975387,1991739,16352,islandpick
NC_014539.1,1991784,2002319,10535,islandpick
NC_014539.1,2043295,2059488,16193,islandpick
NC_014539.1,2066494,2086058,19564,islandpick
NC_014539.1,2370402,2378586,8184,islandpick
NC_014539.1,2378810,2395413,16603,islandpick
NC_014539.1,2402432,2411809,9377,islandpick
NC_014539.1,2441444,2449704,8260,islandpick
NC_014539.1,2450670,2469927,19257,islandpick
NC_014539.1,2577143,2588944,11801,islandpick
NC_014539.1,2624034,2653702,29668,islandpick
NC_014656.1,1760658,1769763,9105,islandpick
NC_014834.1,622856,634448,11592,islandpick
NC_014834.1,635728,662954,27226,islandpick
NC_014834.1,766691,775469,8778,islandpick
NC_014834.1,924552,943805,19253,islandpick
NC_014834.1,949748,969103,19355,islandpick
NC_014834.1,983054,992774,9720,islandpick
NC_014834.1,2217096,2232745,15649,islandpick
NC_014834.1,2235304,2247146,11842,islandpick
NC_014834.1,2247257,2257496,10239,islandpick
NC_014834.1,2257599,2292556,34957,islandpick
NC_014834.1,3135406,3181101,45695,islandpick
NC_014834.1,3310958,3323386,12428,islandpick
NC_014834.1,3476272,3484346,8074,islandpick
NC_014834.1,3511134,3524034,12900,islandpick
NC_014834.1,4649718,4658644,8926,islandpick
NC_015183.1,1437055,1465529,28474,islandpick
NC_015183.1,1754267,1772167,17900,islandpick
NC_015183.1,2459115,2469910,10795,islandpick
NC_015183.1,2478314,2492391,14077,islandpick
NC_000964.3,2251656,2264676,13020,islandpick
NC_014479.1,201166,209580,8414,islandpick
NC_014479.1,2526125,2534894,8769,islandpick
NC_015052.1,360695,371088,10393,islandpick
NC_015052.1,1341763,1351687,9924,islandpick
NC_015052.1,1360837,1373221,12384,islandpick
NC_008752.1,1763342,1792253,28911,islandpick
NC_008752.1,1838197,1853735,15538,islandpick
NC_008752.1,1902553,1931637,29084,islandpick
NC_008752.1,2341654,2354103,12449,islandpick
NC_008752.1,2554745,2571476,16731,islandpick
NC_008752.1,2573174,2612660,39486,islandpick
NC_008752.1,2612844,2620899,8055,islandpick
NC_008752.1,2620951,2630663,9712,islandpick
NC_008752.1,2943068,2967308,24240,islandpick
NC_008752.1,2968247,3004841,36594,islandpick
NC_008752.1,3014937,3031745,16808,islandpick
NC_008752.1,3031793,3051352,19559,islandpick
NC_008752.1,3224592,3235470,10878,islandpick
NC_014910.1,1716483,1732330,15847,islandpick
NC_014910.1,2112597,2149538,36941,islandpick
NC_014910.1,2473533,2490784,17251,islandpick
NC_014910.1,2789018,2805708,16690,islandpick
NC_014910.1,3707580,3716675,9095,islandpick
NC_014910.1,3716929,3730967,14038,islandpick
NC_014910.1,3735941,3747677,11736,islandpick
NC_015422.1,1670818,1679910,9092,islandpick
NC_015422.1,1926777,1935494,8717,islandpick
NC_015422.1,1936326,1950204,13878,islandpick
NC_015422.1,1950275,1960747,10472,islandpick
NC_015422.1,1963567,1971584,8017,islandpick
NC_015422.1,1971899,1981195,9296,islandpick
NC_015422.1,2031639,2045029,13390,islandpick
NC_015422.1,2813298,2829968,16670,islandpick
NC_015422.1,2885730,2913113,27383,islandpick
NC_015422.1,2925709,2934275,8566,islandpick
NC_015422.1,2939134,2947789,8655,islandpick
NC_015422.1,3201556,3213731,12175,islandpick
NC_015422.1,4517992,4541456,23464,islandpick
NC_015422.1,4541922,4554836,12914,islandpick
NC_015137.1,212264,223207,10943,islandpick
NC_015137.1,483848,495280,11432,islandpick
NC_015137.1,842172,856479,14307,islandpick
NC_015137.1,859683,898289,38606,islandpick
NC_015137.1,1031531,1041247,9716,islandpick
NC_015137.1,2350240,2360691,10451,islandpick
NC_015137.1,2403378,2423046,19668,islandpick
NC_015137.1,2465650,2477168,11518,islandpick
NC_015137.1,2561675,2607583,45908,islandpick
NC_015137.1,2615829,2644336,28507,islandpick
NC_014540.1,29065,57003,27938,islandpick
NC_014540.1,361346,371151,9805,islandpick
NC_014540.1,387827,399552,11725,islandpick
NC_014540.1,740033,764463,24430,islandpick
NC_014540.1,766066,779363,13297,islandpick
NC_014540.1,782081,811098,29017,islandpick
NC_014540.1,1423244,1438546,15302,islandpick
NC_014540.1,1524803,1535707,10904,islandpick
NC_014540.1,1697245,1715528,18283,islandpick
NC_014540.1,1751436,1761447,10011,islandpick
NC_014540.1,2342559,2362113,19554,islandpick
NC_014540.1,2601992,2610725,8733,islandpick
NC_014540.1,2764247,2773395,9148,islandpick
NC_014540.1,2781877,2815029,33152,islandpick
NC_014540.1,2830810,2846991,16181,islandpick
NC_015136.1,5680,16264,10584,islandpick
NC_015136.1,605087,616973,11886,islandpick
NC_015136.1,633246,656599,23353,islandpick
NC_015136.1,657451,680451,23000,islandpick
NC_015136.1,684405,694937,10532,islandpick
NC_015136.1,697807,708341,10534,islandpick
NC_015136.1,1098455,1107918,9463,islandpick
NC_015136.1,1299741,1310113,10372,islandpick
NC_015136.1,1335832,1344642,8810,islandpick
NC_015136.1,1496418,1511193,14775,islandpick
NC_015136.1,1806125,1816555,10430,islandpick
NC_015136.1,1831323,1843211,11888,islandpick
NC_015136.1,2028307,2048193,19886,islandpick
NC_015136.1,2218040,2232021,13981,islandpick
NC_015136.1,2239231,2297753,58522,islandpick
NC_015136.1,2304741,2313804,9063,islandpick
NC_015136.1,2314046,2329834,15788,islandpick
NC_015136.1,2331640,2347214,15574,islandpick
NC_015136.1,2347284,2356858,9574,islandpick
NC_015136.1,2358671,2366713,8042,islandpick
NC_015136.1,2374957,2385648,10691,islandpick
NC_015136.1,3118931,3144869,25938,islandpick
NC_015138.1,765229,784753,19524,islandpick
NC_015138.1,1524479,1534867,10388,islandpick
NC_015138.1,1909400,1919278,9878,islandpick
NC_015138.1,2091273,2101755,10482,islandpick
NC_015138.1,2539394,2549078,9684,islandpick
NC_015138.1,2799362,2812200,12838,islandpick
NC_015138.1,3409068,3419711,10643,islandpick
NC_015138.1,4212777,4221916,9139,islandpick
NC_015138.1,5320454,5337629,17175,islandpick
NC_014657.1,925102,933744,8642,islandpick
NC_014652.1,543992,554856,10864,islandpick
NC_014652.1,709903,727020,17117,islandpick
NC_014652.1,2435486,2444812,9326,islandpick
NC_015563.1,1833687,1860580,26893,islandpick
NC_015563.1,1860636,1873728,13092,islandpick
NC_015563.1,1891223,1916608,25385,islandpick
NC_015563.1,1918692,1963301,44609,islandpick
NC_015563.1,1963540,1986714,23174,islandpick
NC_015563.1,1989063,2022068,33005,islandpick
NC_015563.1,2026689,2035396,8707,islandpick
NC_015563.1,2036025,2053137,17112,islandpick
NC_015563.1,2055384,2071932,16548,islandpick
NC_015563.1,2881014,2890676,9662,islandpick
NC_015563.1,2998543,3007165,8622,islandpick
NC_015563.1,3037439,3051044,13605,islandpick
NC_015563.1,3058223,3080221,21998,islandpick
NC_015563.1,3520032,3529100,9068,islandpick
NC_015563.1,3581659,3592075,10416,islandpick
NC_015563.1,3676253,3688480,12227,islandpick
NC_015563.1,4172060,4180425,8365,islandpick
NC_015563.1,4562879,4587253,24374,islandpick
NC_015563.1,4967823,4979177,11354,islandpick
NC_015663.1,709969,721158,11189,islandpick
NC_015663.1,1870383,1885322,14939,islandpick
NC_015663.1,2095494,2109013,13519,islandpick
NC_015663.1,2572890,2585302,12412,islandpick
NC_015663.1,2826180,2835027,8847,islandpick
NC_014915.1,2431564,2441791,10227,islandpick
NC_014915.1,2994009,3003839,9830,islandpick
NC_014922.1,463640,476519,12879,islandpick
NC_014922.1,477423,490399,12976,islandpick
NC_014922.1,1213977,1223814,9837,islandpick
NC_014922.1,1395538,1408779,13241,islandpick
NC_014922.1,1408796,1424836,16040,islandpick
NC_014922.1,1652861,1664303,11442,islandpick
NC_014920.1,90700,114528,23828,islandpick
NC_014920.1,473143,482782,9639,islandpick
NC_014920.1,853984,864047,10063,islandpick
NC_014920.1,865717,878788,13071,islandpick
NC_014920.1,1246409,1257063,10654,islandpick
NC_015214.1,395784,405273,9489,islandpick
NC_015214.1,1281914,1300149,18235,islandpick
NC_015214.1,1782210,1793119,10909,islandpick
NC_015214.1,1794436,1803881,9445,islandpick
NC_014724.1,1104265,1147875,43610,islandpick
NC_014724.1,1445239,1468906,23667,islandpick
NC_014334.1,384751,394026,9275,islandpick
NC_014752.1,566907,576118,9211,islandpick
NC_014752.1,842303,850417,8114,islandpick
NC_014752.1,851022,875305,24283,islandpick
NC_014752.1,880248,897714,17466,islandpick
NC_014752.1,898311,911128,12817,islandpick
NC_014752.1,1287343,1299981,12638,islandpick
NC_014752.1,1334730,1345178,10448,islandpick
NC_015431.1,326515,341326,14811,islandpick
NC_015431.1,375009,384997,9988,islandpick
NC_015431.1,391156,405192,14036,islandpick
NC_015431.1,1013982,1040649,26667,islandpick
NC_015410.1,3086998,3097700,10702,islandpick
NC_015410.1,3097999,3111780,13781,islandpick
NC_015410.1,3143092,3160457,17365,islandpick
NC_015410.1,3494318,3502510,8192,islandpick
NC_015410.1,4609056,4618803,9747,islandpick
NC_009439.1,459964,472335,12371,islandpick
NC_008268.1,1,16482,16481,islandpick
NC_008268.1,16610,25169,8559,islandpick
NC_008268.1,26233,37823,11590,islandpick
NC_008268.1,277280,291871,14591,islandpick
NC_008268.1,369164,392414,23250,islandpick
NC_008268.1,519647,533478,13831,islandpick
NC_008268.1,543284,553739,10455,islandpick
NC_008268.1,572565,592955,20390,islandpick
NC_008268.1,720702,729949,9247,islandpick
NC_008268.1,730052,741718,11666,islandpick
NC_008268.1,811707,821676,9969,islandpick
NC_008268.1,1753812,1769712,15900,islandpick
NC_008268.1,1827493,1842566,15073,islandpick
NC_008268.1,2813178,2831834,18656,islandpick
NC_008268.1,2852074,2863022,10948,islandpick
NC_008268.1,2880053,2890628,10575,islandpick
NC_008268.1,2909913,2920594,10681,islandpick
NC_008268.1,3133864,3147476,13612,islandpick
NC_008268.1,3237712,3253431,15719,islandpick
NC_008268.1,3263400,3273153,9753,islandpick
NC_008268.1,3300021,3308858,8837,islandpick
NC_008268.1,3314967,3332771,17804,islandpick
NC_008268.1,3333015,3342228,9213,islandpick
NC_008268.1,3358014,3381571,23557,islandpick
NC_008268.1,3386483,3404642,18159,islandpick
NC_008268.1,3429359,3440335,10976,islandpick
NC_008268.1,3598520,3607569,9049,islandpick
NC_008268.1,3975523,3984417,8894,islandpick
NC_008268.1,4057408,4068816,11408,islandpick
NC_008268.1,5658399,5667206,8807,islandpick
NC_008268.1,5747003,5767225,20222,islandpick
NC_008268.1,7162721,7183170,20449,islandpick
NC_008268.1,7183227,7194777,11550,islandpick
NC_008268.1,7201774,7215917,14143,islandpick
NC_008268.1,7455722,7464245,8523,islandpick
NC_008268.1,7464292,7476391,12099,islandpick
NC_008268.1,7484161,7493622,9461,islandpick
NC_008268.1,7517613,7535222,17609,islandpick
